Handle,Title,Body (HTML),Vendor,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,Variant Image,Variant Weight Unit,Status
gildan-5000-heavy-cotton-t-shirt,,,,,,,,Black,,2XL,,3 Print Areas,GILDAN_5000_BLACK_2XL_03,0,,,continue,manual,42.00,,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0693/6425/2915/files/black_front_ac445d26-ca58-41d5-a5ff-f70c1caecc3e.jpg?v=1753357491,g,
gildan-5000-heavy-cotton-t-shirt,,,,,,,,Black,,2XL,,4 Print Areas,GILDAN_5000_BLACK_2XL_04,0,,,continue,manual,52.00,,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0693/6425/2915/files/black_front_ac445d26-ca58-41d5-a5ff-f70c1caecc3e.jpg?v=1753357491,g,
gildan-5000-heavy-cotton-t-shirt,,,,,,,,Black,,3XL,,1 Print Area,GILDAN_5000_BLACK_3XL_01,0,,,continue,manual,24.00,,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0693/6425/2915/files/black_front_ac445d26-ca58-41d5-a5ff-f70c1caecc3e.jpg?v=1753357491,g,
gildan-5000-heavy-cotton-t-shirt,,,,,,,,Black,,3XL,,2 Print Areas,GILDAN_5000_BLACK_3XL_02,0,,,continue,manual,34.00,,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0693/6425/2915/files/black_front_ac445d26-ca58-41d5-a5ff-f70c1caecc3e.jpg?v=1753357491,g,
gildan-5000-heavy-cotton-t-shirt,,,,,,,,Black,,3XL,,3 Print Areas,GILDAN_5000_BLACK_3XL_03,0,,,continue,manual,44.00,,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0693/6425/2915/files/black_front_ac445d26-ca58-41d5-a5ff-f70c1caecc3e.jpg?v=1753357491,g,
gildan-5000-heavy-cotton-t-shirt,,,,,,,,Black,,3XL,,4 Print Areas,GILDAN_5000_BLACK_3XL_04,0,,,continue,manual,54.00,,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0693/6425/2915/files/black_front_ac445d26-ca58-41d5-a5ff-f70c1caecc3e.jpg?v=1753357491,g,
gildan-5000-heavy-cotton-t-shirt,,,,,,,,Black,,4XL,,1 Print Area,GILDAN_5000_BLACK_4XL_01,0,,,continue,manual,24.00,,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0693/6425/2915/files/black_front_ac445d26-ca58-41d5-a5ff-f70c1caecc3e.jpg?v=1753357491,g,
gildan-5000-heavy-cotton-t-shirt,,,,,,,,Black,,4XL,,2 Print Areas,GILDAN_5000_BLACK_4XL_02,0,,,continue,manual,34.00,,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0693/6425/2915/files/black_front_ac445d26-ca58-41d5-a5ff-f70c1caecc3e.jpg?v=1753357491,g,
gildan-5000-heavy-cotton-t-shirt,,,,,,,,Black,,4XL,,3 Print Areas,GILDAN_5000_BLACK_4XL_03,0,,,continue,manual,44.00,,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0693/6425/2915/files/black_front_ac445d26-ca58-41d5-a5ff-f70c1caecc3e.jpg?v=1753357491,g,
gildan-5000-heavy-cotton-t-shirt,,,,,,,,Black,,4XL,,4 Print Areas,GILDAN_5000_BLACK_4XL_04,0,,,continue,manual,54.00,,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0693/6425/2915/files/black_front_ac445d26-ca58-41d5-a5ff-f70c1caecc3e.jpg?v=1753357491,g,
gildan-5000-heavy-cotton-t-shirt,,,,,,,,Black,,5XL,,1 Print Area,GILDAN_5000_BLACK_5XL_01,0,,,continue,manual,24.00,,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0693/6425/2915/files/black_front_ac445d26-ca58-41d5-a5ff-f70c1caecc3e.jpg?v=1753357491,g,
gildan-5000-heavy-cotton-t-shirt,,,,,,,,Black,,5XL,,2 Print Areas,GILDAN_5000_BLACK_5XL_02,0,,,continue,manual,34.00,,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0693/6425/2915/files/black_front_ac445d26-ca58-41d5-a5ff-f70c1caecc3e.jpg?v=1753357491,g,
gildan-5000-heavy-cotton-t-shirt,,,,,,,,Black,,5XL,,3 Print Areas,GILDAN_5000_BLACK_5XL_03,0,,,continue,manual,44.00,,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0693/6425/2915/files/black_front_ac445d26-ca58-41d5-a5ff-f70c1caecc3e.jpg?v=1753357491,g,
gildan-5000-heavy-cotton-t-shirt,,,,,,,,Black,,5XL,,4 Print Areas,GILDAN_5000_BLACK_5XL_04,0,,,continue,manual,54.00,,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0693/6425/2915/files/black_front_ac445d26-ca58-41d5-a5ff-f70c1caecc3e.jpg?v=1753357491,g,
gildan-5000-heavy-cotton-t-shirt,,,,,,,,White,,SM,,1 Print Area,GILDAN_5000_WHITE_SM_01,0,,,continue,manual,18.00,,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0693/6425/2915/files/white_front_57200f79-432e-4254-92f8-434dce4f15f0.jpg?v=1753357491,g,
gildan-5000-heavy-cotton-t-shirt,,,,,,,,White,,SM,,2 Print Areas,GILDAN_5000_WHITE_SM_02,0,,,continue,manual,28.00,,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0693/6425/2915/files/white_front_57200f79-432e-4254-92f8-434dce4f15f0.jpg?v=1753357491,g,
gildan-5000-heavy-cotton-t-shirt,,,,,,,,White,,SM,,3 Print Areas,GILDAN_5000_WHITE_SM_03,0,,,continue,manual,38.00,,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0693/6425/2915/files/white_front_57200f79-432e-4254-92f8-434dce4f15f0.jpg?v=1753357491,g,
gildan-5000-heavy-cotton-t-shirt,,,,,,,,White,,SM,,4 Print Areas,GILDAN_5000_WHITE_SM_04,0,,,continue,manual,48.00,,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0693/6425/2915/files/white_front_57200f79-432e-4254-92f8-434dce4f15f0.jpg?v=1753357491,g,
gildan-5000-heavy-cotton-t-shirt,,,,,,,,White,,MD,,1 Print Area,GILDAN_5000_WHITE_MD_01,0,,,continue,manual,18.00,,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0693/6425/2915/files/white_front_57200f79-432e-4254-92f8-434dce4f15f0.jpg?v=1753357491,g,
gildan-5000-heavy-cotton-t-shirt,,,,,,,,White,,MD,,2 Print Areas,GILDAN_5000_WHITE_MD_02,0,,,continue,manual,28.00,,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0693/6425/2915/files/white_front_57200f79-432e-4254-92f8-434dce4f15f0.jpg?v=1753357491,g,
gildan-5000-heavy-cotton-t-shirt,,,,,,,,White,,MD,,3 Print Areas,GILDAN_5000_WHITE_MD_03,0,,,continue,manual,38.00,,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0693/6425/2915/files/white_front_57200f79-432e-4254-92f8-434dce4f15f0.jpg?v=1753357491,g,
gildan-5000-heavy-cotton-t-shirt,,,,,,,,White,,MD,,4 Print Areas,GILDAN_5000_WHITE_MD_04,0,,,continue,manual,48.00,,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0693/6425/2915/files/white_front_57200f79-432e-4254-92f8-434dce4f15f0.jpg?v=1753357491,g,
gildan-5000-heavy-cotton-t-shirt,,,,,,,,White,,LG,,1 Print Area,GILDAN_5000_WHITE_LG_01,0,,,continue,manual,18.00,,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0693/6425/2915/files/white_front_57200f79-432e-4254-92f8-434dce4f15f0.jpg?v=1753357491,g,
gildan-5000-heavy-cotton-t-shirt,,,,,,,,White,,LG,,2 Print Areas,GILDAN_5000_WHITE_LG_02,0,,,continue,manual,28.00,,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0693/6425/2915/files/white_front_57200f79-432e-4254-92f8-434dce4f15f0.jpg?v=1753357491,g,
gildan-5000-heavy-cotton-t-shirt,,,,,,,,White,,LG,,3 Print Areas,GILDAN_5000_WHITE_LG_03,0,,,continue,manual,38.00,,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0693/6425/2915/files/white_front_57200f79-432e-4254-92f8-434dce4f15f0.jpg?v=1753357491,g,
gildan-5000-heavy-cotton-t-shirt,,,,,,,,White,,LG,,4 Print Areas,GILDAN_5000_WHITE_LG_04,0,,,continue,manual,48.00,,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0693/6425/2915/files/white_front_57200f79-432e-4254-92f8-434dce4f15f0.jpg?v=1753357491,g,
gildan-5000-heavy-cotton-t-shirt,,,,,,,,White,,XL,,1 Print Area,GILDAN_5000_WHITE_XL_01,0,,,continue,manual,18.00,,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0693/6425/2915/files/white_front_57200f79-432e-4254-92f8-434dce4f15f0.jpg?v=1753357491,g,
gildan-5000-heavy-cotton-t-shirt,,,,,,,,White,,XL,,2 Print Areas,GILDAN_5000_WHITE_XL_02,0,,,continue,manual,28.00,,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0693/6425/2915/files/white_front_57200f79-432e-4254-92f8-434dce4f15f0.jpg?v=1753357491,g,
gildan-5000-heavy-cotton-t-shirt,,,,,,,,White,,XL,,3 Print Areas,GILDAN_5000_WHITE_XL_03,0,,,continue,manual,38.00,,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0693/6425/2915/files/white_front_57200f79-432e-4254-92f8-434dce4f15f0.jpg?v=1753357491,g,
gildan-5000-heavy-cotton-t-shirt,,,,,,,,White,,XL,,4 Print Areas,GILDAN_5000_WHITE_XL_04,0,,,continue,manual,48.00,,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0693/6425/2915/files/white_front_57200f79-432e-4254-92f8-434dce4f15f0.jpg?v=1753357491,g,
gildan-5000-heavy-cotton-t-shirt,,,,,,,,White,,2XL,,1 Print Area,GILDAN_5000_WHITE_2XL_01,0,,,continue,manual,22.00,,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0693/6425/2915/files/white_front_57200f79-432e-4254-92f8-434dce4f15f0.jpg?v=1753357491,g,
gildan-5000-heavy-cotton-t-shirt,,,,,,,,White,,2XL,,2 Print Areas,GILDAN_5000_WHITE_2XL_02,0,,,continue,manual,32.00,,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0693/6425/2915/files/white_front_57200f79-432e-4254-92f8-434dce4f15f0.jpg?v=1753357491,g,
gildan-5000-heavy-cotton-t-shirt,,,,,,,,White,,2XL,,3 Print Areas,GILDAN_5000_WHITE_2XL_03,0,,,continue,manual,42.00,,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0693/6425/2915/files/white_front_57200f79-432e-4254-92f8-434dce4f15f0.jpg?v=1753357491,g,
gildan-5000-heavy-cotton-t-shirt,,,,,,,,White,,2XL,,4 Print Areas,GILDAN_5000_WHITE_2XL_04,0,,,continue,manual,52.00,,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0693/6425/2915/files/white_front_57200f79-432e-4254-92f8-434dce4f15f0.jpg?v=1753357491,g,
gildan-5000-heavy-cotton-t-shirt,,,,,,,,White,,3XL,,1 Print Area,GILDAN_5000_WHITE_3XL_01,0,,,continue,manual,24.00,,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0693/6425/2915/files/white_front_57200f79-432e-4254-92f8-434dce4f15f0.jpg?v=1753357491,g,
gildan-5000-heavy-cotton-t-shirt,,,,,,,,White,,3XL,,2 Print Areas,GILDAN_5000_WHITE_3XL_02,0,,,continue,manual,34.00,,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0693/6425/2915/files/white_front_57200f79-432e-4254-92f8-434dce4f15f0.jpg?v=1753357491,g,
gildan-5000-heavy-cotton-t-shirt,,,,,,,,White,,3XL,,3 Print Areas,GILDAN_5000_WHITE_3XL_03,0,,,continue,manual,44.00,,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0693/6425/2915/files/white_front_57200f79-432e-4254-92f8-434dce4f15f0.jpg?v=1753357491,g,
gildan-5000-heavy-cotton-t-shirt,,,,,,,,White,,3XL,,4 Print Areas,GILDAN_5000_WHITE_3XL_04,0,,,continue,manual,54.00,,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0693/6425/2915/files/white_front_57200f79-432e-4254-92f8-434dce4f15f0.jpg?v=1753357491,g,
gildan-5000-heavy-cotton-t-shirt,,,,,,,,White,,4XL,,1 Print Area,GILDAN_5000_WHITE_4XL_01,0,,,continue,manual,24.00,,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0693/6425/2915/files/white_front_57200f79-432e-4254-92f8-434dce4f15f0.jpg?v=1753357491,g,
gildan-5000-heavy-cotton-t-shirt,,,,,,,,White,,4XL,,2 Print Areas,GILDAN_5000_WHITE_4XL_02,0,,,continue,manual,34.00,,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0693/6425/2915/files/white_front_57200f79-432e-4254-92f8-434dce4f15f0.jpg?v=1753357491,g,
gildan-5000-heavy-cotton-t-shirt,,,,,,,,White,,4XL,,3 Print Areas,GILDAN_5000_WHITE_4XL_03,0,,,continue,manual,44.00,,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0693/6425/2915/files/white_front_57200f79-432e-4254-92f8-434dce4f15f0.jpg?v=1753357491,g,
gildan-5000-heavy-cotton-t-shirt,,,,,,,,White,,4XL,,4 Print Areas,GILDAN_5000_WHITE_4XL_04,0,,,continue,manual,54.00,,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0693/6425/2915/files/white_front_57200f79-432e-4254-92f8-434dce4f15f0.jpg?v=1753357491,g,
gildan-5000-heavy-cotton-t-shirt,,,,,,,,White,,5XL,,1 Print Area,GILDAN_5000_WHITE_5XL_01,0,,,continue,manual,24.00,,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0693/6425/2915/files/white_front_57200f79-432e-4254-92f8-434dce4f15f0.jpg?v=1753357491,g,
gildan-5000-heavy-cotton-t-shirt,,,,,,,,White,,5XL,,2 Print Areas,GILDAN_5000_WHITE_5XL_02,0,,,continue,manual,34.00,,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0693/6425/2915/files/white_front_57200f79-432e-4254-92f8-434dce4f15f0.jpg?v=1753357491,g,
gildan-5000-heavy-cotton-t-shirt,,,,,,,,White,,5XL,,3 Print Areas,GILDAN_5000_WHITE_5XL_03,0,,,continue,manual,44.00,,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0693/6425/2915/files/white_front_57200f79-432e-4254-92f8-434dce4f15f0.jpg?v=1753357491,g,
gildan-5000-heavy-cotton-t-shirt,,,,,,,,White,,5XL,,4 Print Areas,GILDAN_5000_WHITE_5XL_04,0,,,continue,manual,54.00,,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0693/6425/2915/files/white_front_57200f79-432e-4254-92f8-434dce4f15f0.jpg?v=1753357491,g,
gildan-5000-heavy-cotton-t-shirt,,,,,,,,Ash,,SM,,1 Print Area,GILDAN_5000_ASH_SM_01,0,,,continue,manual,18.00,,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0693/6425/2915/files/1200W-625-Ash-12-5000AshFlatFront3.jpg?v=1753357510,g,
gildan-5000-heavy-cotton-t-shirt,,,,,,,,Ash,,SM,,2 Print Areas,GILDAN_5000_ASH_SM_02,0,,,continue,manual,28.00,,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0693/6425/2915/files/1200W-625-Ash-12-5000AshFlatFront3.jpg?v=1753357510,g,
gildan-5000-heavy-cotton-t-shirt,,,,,,,,Ash,,SM,,3 Print Areas,GILDAN_5000_ASH_SM_03,0,,,continue,manual,38.00,,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0693/6425/2915/files/1200W-625-Ash-12-5000AshFlatFront3.jpg?v=1753357510,g,
gildan-5000-heavy-cotton-t-shirt,,,,,,,,Ash,,SM,,4 Print Areas,GILDAN_5000_ASH_SM_04,0,,,continue,manual,48.00,,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0693/6425/2915/files/1200W-625-Ash-12-5000AshFlatFront3.jpg?v=1753357510,g,
gildan-5000-heavy-cotton-t-shirt,,,,,,,,Ash,,MD,,1 Print Area,GILDAN_5000_ASH_MD_01,0,,,continue,manual,18.00,,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0693/6425/2915/files/1200W-625-Ash-12-5000AshFlatFront3.jpg?v=1753357510,g,
gildan-5000-heavy-cotton-t-shirt,,,,,,,,Ash,,MD,,2 Print Areas,GILDAN_5000_ASH_MD_02,0,,,continue,manual,28.00,,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0693/6425/2915/files/1200W-625-Ash-12-5000AshFlatFront3.jpg?v=1753357510,g,
gildan-5000-heavy-cotton-t-shirt,,,,,,,,Ash,,MD,,3 Print Areas,GILDAN_5000_ASH_MD_03,0,,,continue,manual,38.00,,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0693/6425/2915/files/1200W-625-Ash-12-5000AshFlatFront3.jpg?v=1753357510,g,
gildan-5000-heavy-cotton-t-shirt,,,,,,,,Ash,,MD,,4 Print Areas,GILDAN_5000_ASH_MD_04,0,,,continue,manual,48.00,,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0693/6425/2915/files/1200W-625-Ash-12-5000AshFlatFront3.jpg?v=1753357510,g,
gildan-5000-heavy-cotton-t-shirt,,,,,,,,Ash,,LG,,1 Print Area,GILDAN_5000_ASH_LG_01,0,,,continue,manual,18.00,,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0693/6425/2915/files/1200W-625-Ash-12-5000AshFlatFront3.jpg?v=1753357510,g,
gildan-5000-heavy-cotton-t-shirt,,,,,,,,Ash,,LG,,2 Print Areas,GILDAN_5000_ASH_LG_02,0,,,continue,manual,28.00,,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0693/6425/2915/files/1200W-625-Ash-12-5000AshFlatFront3.jpg?v=1753357510,g,
gildan-5000-heavy-cotton-t-shirt,,,,,,,,Ash,,LG,,3 Print Areas,GILDAN_5000_ASH_LG_03,0,,,continue,manual,38.00,,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0693/6425/2915/files/1200W-625-Ash-12-5000AshFlatFront3.jpg?v=1753357510,g,
gildan-5000-heavy-cotton-t-shirt,,,,,,,,Ash,,LG,,4 Print Areas,GILDAN_5000_ASH_LG_04,0,,,continue,manual,48.00,,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0693/6425/2915/files/1200W-625-Ash-12-5000AshFlatFront3.jpg?v=1753357510,g,
gildan-5000-heavy-cotton-t-shirt,,,,,,,,Ash,,XL,,1 Print Area,GILDAN_5000_ASH_XL_01,0,,,continue,manual,18.00,,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0693/6425/2915/files/1200W-625-Ash-12-5000AshFlatFront3.jpg?v=1753357510,g,
gildan-5000-heavy-cotton-t-shirt,,,,,,,,Ash,,XL,,2 Print Areas,GILDAN_5000_ASH_XL_02,0,,,continue,manual,28.00,,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0693/6425/2915/files/1200W-625-Ash-12-5000AshFlatFront3.jpg?v=1753357510,g,
gildan-5000-heavy-cotton-t-shirt,,,,,,,,Ash,,XL,,3 Print Areas,GILDAN_5000_ASH_XL_03,0,,,continue,manual,38.00,,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0693/6425/2915/files/1200W-625-Ash-12-5000AshFlatFront3.jpg?v=1753357510,g,
gildan-5000-heavy-cotton-t-shirt,,,,,,,,Ash,,XL,,4 Print Areas,GILDAN_5000_ASH_XL_04,0,,,continue,manual,48.00,,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0693/6425/2915/files/1200W-625-Ash-12-5000AshFlatFront3.jpg?v=1753357510,g,
